"R.1","R.2","R.3","R.4","R.5","F.1","F.2","F.3","F.4","F.5","M.1","M.2","M.3","M.4","M.5","T.1","T.2","T.3","T.4","T.5","target"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"2"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"2"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"2"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"2"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"2"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"2"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"2"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"2"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"2"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"2"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"2"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"2"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"2"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"2"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"2"
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"1"
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"2"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"1"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,"2"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"2"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"2"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"2"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"1"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"1"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"2"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"2"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"2"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"2"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"2"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1"
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"2"
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,"1"
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"2"
0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"1"
0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1"
1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,"1"
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
